word,frequency
AI,11
セキュリティ,5
エンジニア,5
Elixir,5
って,4
文字,4
作成,4
AWS,4
ツール,3
スクリプト,3
API,3
テスト,3
開発,3
GitHub,3
自動,3
方法,3
失敗,3
初心,3
いが,3
してみた,3
して,3
実現,3
ローカル,3
Python,2
設定,2
リアルタイム,2
LLM,2
った,2
解説,2
より,2
Actions,2
Delphi,2
時間,2
設計,2
なぜ,2
コード,2
監視,2
言語,2
英語,2
ファイル,2
プリザンター,2
OK,2
json,2
PowerVS,2
IBM,2
re,2
Invent,2
参加,2
MCP,2
create,2
実践,2
ってみた,2
UiPath,2
小物,1
るときに,1
える,1
個人,1
雛形,1
AVIF,1
画像,1
圧縮,1
するときの,1
最良,1
テンプレ,1
OCI,1
Speech,1
日本,1
こし,1
動作,1
確認,1
Lambda,1
Durable,1
Functions,1
東京,1
リージョン,1
でも,1
してみました,1
Hello,1
World,1
あたたたた,1
日目,1
expl,1
marimo,1
ベクトル,1
検索,1
アプリ,1
supabase,1
とは,1
しだけ,1
背伸,1
びして,1
理解,1
JPEG,1
ロボコン,1
*、,1
PurePursuit,1
魔改,1
造版,1
ElixirDesktop,1
ブログアプリ,1
