word,frequency
AI,22
した,11
Claude,8
自分,6
方法,6
Code,6
開発,6
AWS,5
個人,5
してみた,5
データ,5
React,5
Gemini,4
API,4
って,4
Databricks,4
して,4
アプリ,4
管理,4
った,4
構成,3
実装,3
Google,3
ポートフォリオ,3
Rails,3
ローカル,3
SQL,3
Python,3
Apps,3
Ollama,3
LLM,3
環境,3
生成,3
時代,3
エラー,3
研究,3
文字,3
設計,3
Snowflake,3
理由,2
トレンド,2
ポッドキャスト,2
こう,2
Agent,2
CLI,2
勘違,2
キー,2
だけ,2
Discord,2
Bot,2
GCP,2
メモ,2
GA,2
GPT,2
Apple,2
んだ,2
Cursor,2
モデル,2
狂気,2
えてきた,2
JSON,2
限定,2
エージェント,2
Mac,2
入門,2
している,2
初心,2
Router,2
専用,2
Cisco,2
MCP,2
サーバー,2
Containerlab,2
EC,2
情報,2
AG,2
Grid,2
対応,2
Docker,2
アプデ,2
機能,2
生産,2
ログ,2
りました,2
Power,2
るべき,2
解説,2
カラム,2
BuilderCards,2
英語,2
日記,2
ollama,2
コマンド,2
Skills,2
設定,2
だけで,2
No,2
Rust,2
コンピューターグラフィックス,2
基礎,2
