word,frequency
Claude,12
AI,10
Code,9
コード,8
開発,7
自動,6
って,6
コマンド,5
った,5
設計,5
アプリ,5
つの,5
した,5
理解,4
わる,4
AWS,4
初心,4
まとめ,4
vs,4
ツール,4
環境,4
構築,4
Windows,4
React,4
エンジニア,4
参加,3
基礎,3
実装,3
解説,3
パターン,3
連携,3
ブラウザ,3
CLI,3
Kiro,3
整理,3
してみた,3
運用,3
トレンド,2
ポッドキャスト,2
こう,2
はなぜ,2
自作,2
して,2
えた,2
Supabase,2
Python,2
徹底,2
Import,2
手順,2
自律,2
における,2
ローカル,2
LLM,2
Mac,2
MCP,2
はどう,2
べてみた,2
env,2
結局,2
？」,2
サービス,2
された,2
ガイド,2
重要,2
チートシート,2
記録,2
Go,2
Rust,2
文字,2
らない,2
自分,2
Copilot,2
in,2
方法,2
導入,2
原則,2
Android,2
アニメーション,2
Gemini,2
推論,2
きで,2
JS,2
管理,2
実践,2
テクニック,2
分析,2
者向,2
しました,2
合格,2
conoha,2
cli,2
デプロイ,2
Stripe,2
Google,2
Cloud,2
Databricks,2
個人,2
機能,2
時間,2
のための,2
