word,frequency
開発,8
MCP,8
AI,8
AWS,5
ABC,5
した,5
基礎,4
アプリ,4
ってみた,4
参加,4
Bedrock,4
入門,4
React,4
理解,3
Web,3
って,3
自動,3
JOI,3
Agent,3
対応,3
Claude,3
管理,3
簡単,3
Apps,3
記録,3
った,3
Kiro,3
構成,3
技術,3
まとめ,3
エンジニア,2
わる,2
初心,2
マイグレーション,2
駆動,2
IT,2
Server,2
爆速,2
環境,2
Knowledge,2
API,2
サーバー,2
してみた,2
Amazon,2
える,2
して,2
しよう,2
Python,2
めた,2
制約,2
実装,2
方法,2
ASP,2
js,2
Java,2
メモ,2
レベル,2
試験,2
合格,2
剛性,2
of,2
Code,2
Playwright,2
んだ,2
検索,2
自作,2
PowerShell,2
標準,2
加速,2
チャット,2
UI,2
完全,2
データ,2
Memory,2
log,2
Hello,2
foo,2
検証,2
登壇,2
JAWS,2
re,2
トレンド,2
感想,2
RAG,2
export,2
システム,2
Framework,2
モデル,2
かったつもりにならない,1
みやすい,1
経験,1
職務,1
経歴,1
シーキューブモデル,1
一番丁寧,1
データベース,1
ORMapper,1
したい,1
TDD,1
テスト,1
