word,frequency
AI,6
ってみた,5
した,5
って,5
方法,4
してみた,4
Python,4
エンジニア,3
理解,3
開発,2
生成,2
エラー,2
分析,2
AWS,2
公式,2
Pro,2
可視,2
Builders,2
Day,2
活用,2
JAWS,2
UG,2
情報,2
収集,2
自動,2
して,2
管理,2
登壇,2
Elixir,2
ライブラリ,2
コマンド,2
うちの,2
ゼロ,2
Pyxel,2
React,2
アプリ,2
プラグイン,2
だけで,2
クソアプリ,2
取得,2
CSS,2
保存,2
SQL,2
をざっくり,2
AOV,2
トレンド,1
ポッドキャスト,1
こう,1
不具,1
謝罪,1
すべきことなのか,1
Quarkus,1
Kotlin,1
AgentSkills,1
プロジェクト,1
スキル,1
プリンタ,1
てしまった,1
マイクロソフト,1
ラーニング,1
MCP,1
サーバー,1
インフラコスト,1
見積,1
もりを,1
効率,1
QGIS,1
レトロゲーム,1
ピクセルマップ,1
をつくる,1
Gemini,1
思考,1
プロセス,1
回答,1
までに,1
えているのか,1
九州大学,1
のここがすごい,1
！！,1
自習,1
室編,1
前編,1
分空,1
間法,1
SID,1
による,1
システム,1
同定,1
をやってみた,1
イベントレポート,1
にあてられました,1
Organizations,1
づいた,1
Savings,1
Plans,1
最前,1
投資,1
RPA,1
ファンダメンタルズ,1
Power,1
