word,frequency
AI,19
Claude,19
Code,16
開発,14
AWS,13
生成,10
した,7
設計,7
OpenTelemetry,7
してみた,6
入門,6
方法,6
駆動,6
Spec,6
ってみた,5
エージェント,5
Gemini,4
Python,4
構築,4
して,4
パターン,4
──,4
——,4
MCP,4
初心,4
サクッ,4
実装,4
合格,4
git,4
自動,4
Kiro,4
RAG,3
エンジニア,3
った,3
解説,3
日本,3
したら,3
Hooks,3
基盤,3
コード,3
OpenClaw,3
設定,3
Manager,3
める,3
？」,3
時代,3
つの,3
構成,3
方針,3
ファイル,3
Copilot,3
GitHub,3
って,3
いの,3
？【,3
Part,3
初学,2
はなぜ,2
個人,2
法人,2
会社,2
マクロ,2
経済,2
完成,2
parameters,2
to,2
vector,2
監視,2
じゃない,2
んだ,2
実践,2
――,2
えた,2
まとめ,2
基礎,2
らす,2
失敗,2
導入,2
通知,2
OCR,2
なぜ,2
整理,2
通信,2
コンソール,2
コマンド,2
並列,2
Oracle,2
データ,2
可能,2
Summit,2
える,2
理由,2
検索,2
になった,2
技術,2
対策,2
新機,2
Amazon,2
Bedrock,2
になる,2
