word,frequency
AI,11
Claude,7
Code,5
AWS,5
活用,4
アプリ,4
自動,4
開発,4
公開,4
エンジニア,4
した,3
作成,3
実践,3
初心,3
Databricks,3
エージェント,3
Python,3
入門,3
データ,3
してみた,3
解説,3
個人,3
無料,3
簡単,3
するまで,3
実務,3
理解,3
トレンド,2
ポッドキャスト,2
こう,2
スライド,2
徹底,2
ガイド,2
Gemini,2
完全,2
比較,2
者向,2
ではなく,2
本当,2
マクロ,2
経済,2
ベストプラクティス,2
エラー,2
MCP,2
める,2
まとめ,2
いを,2
適用,2
定義,2
工程,2
Markdown,2
ってみた,2
における,2
LLM,2
実装,2
Gateway,2
との,2
有料,2
機能,2
セキュリティ,2
方法,2
ドメイン,2
設計,2
しました,2
合格,2
基本,2
日刊,2
IETF,2
Part,2
──,2
ネットワーク,2
Teams,2
Ruby,2
徳丸,2
知識,2
試験,2
だった,2
誤解,2
ツケ,2
った,2
CDK,2
毎回,1
プロンプト,1
説明,1
わる,1
——,1
OpenAI,1
Frontier,1
同僚,1
として,1
世界,1
NotebookLM,1
Manus,1
ワークフロー,1
LINE,1
公式,1
アカウント,1
リッチメニュー,1
Web,1
くまで,1
