word,frequency
AI,13
開発,8
方法,8
Microsoft,7
Ignite,7
Agent,7
した,6
Antigravity,6
Python,6
GitHub,6
Copilot,6
Gemini,5
エージェント,5
Google,5
js,5
実装,5
による,4
での,4
Kiro,4
CLI,4
Web,4
参加,4
レポート,4
起動,4
機能,4
してみた,4
ってみた,4
Claude,4
個人,4
まとめ,4
""":""",4
error,4
比較,4
速報,4
発表,4
アプリ,3
時代,3
自動,3
管理,3
環境,3
構築,3
Plan,3
VSCode,3
への,3
Elixir,3
AWS,3
解説,3
確認,3
して,3
Foundry,3
EC,2
サイト,2
React,2
DB,2
可能,2
DX,2
ガバナンス,2
Cursor,2
でも,2
検証,2
IDE,2
作成,2
かる,2
入門,2
Plotly,2
散布,2
説明,2
改善,2
Edit,2
Ask,2
アップデート,2
RHEL,2
リリースアップ,2
作業,2
通知,2
type,2
""",""",2
server,2
解決,2
vs,2
WSL,2
code,2
公開,2
新機,2
障害,2
複数,2
注意,2
ブランチ,2
git,2
基盤,2
side,2
template,2
injection,2
IQ,2
ツール,2
Azure,2
mode,2
との,2
とは,2
理解,2
