word,frequency
AI,22
開発,13
AWS,9
言語,7
してみた,7
環境,6
技術,6
Microsoft,6
日本,6
構築,6
生成,5
した,5
js,5
Docker,5
った,5
Mind,5
オプチャグラフ,5
してみる,4
Claude,4
Code,4
個人,4
ってみた,4
re,4
設計,4
実装,4
Copilot,4
Rails,4
プログラミング,4
アプリ,4
による,4
手順,4
ローカル,3
Next,3
React,3
Invent,3
とは,3
体験,3
LLM,3
構造,3
入門,3
して,3
自分,3
教育,3
Red,3
Hat,3
まとめ,3
トランスコンパイラ,3
Re,3
をいじりたおす,3
ステップ,3
更新,3
システム,3
ChatGPT,2
プロンプト,2
自動,2
CLI,2
API,2
GitHub,2
】「,2
卒業,2
プロ,2
定義,2
までの,2
レポート,2
カード,2
IAM,2
最適,2
バージョン,2
備忘,2
Nova,2
Sonic,2
との,2
Python,2
エンジニア,2
データ,2
分析,2
てる,2
登録,2
Rust,2
時代,2
になる,2
実践,2
起動,2
Actions,2
できない,2
なので,2
実験,2
問題,2
PC,2
中高,2
計画,2
機能,2
PHP,2
Gemini,2
として,2
理解,2
可視,2
作成,2
しました,2
スタック,2
